,x,y
18174,33,21
18175,71,59
18176,34,11
18177,67,15
18178,77,72
18179,5,58
18180,77,72
18181,72,77
18182,60,46
18183,40,41
18184,72,77
18185,50,60
18186,71,59
18187,77,72
18188,50,90
18189,34,11
18190,77,72
18191,34,11
18192,72,77
18193,34,11
18194,72,77
18195,33,21
18196,72,77
18197,71,59
18198,34,11
18199,77,72
18200,63,78
18201,72,77
18202,7,11
18203,16,32
18204,14,97
18205,33,21
18206,71,59
18207,72,77
18208,34,11
18209,34,11
18210,7,11
18211,16,32
18212,50,60
18213,71,59
18214,72,77
18215,99,67
18216,72,77
18217,60,46
18218,60,46
18219,0,67
18220,40,41
18221,34,11
18222,33,21
18223,33,21
18224,47,91
18225,72,77
18226,60,46
18227,34,11
18228,72,77
18229,60,46
18230,60,46
18231,50,60
18232,34,11
18233,72,77
18234,40,41
18235,50,90
18236,72,77
18237,60,46
18238,60,46
18239,7,11
18240,5,58
18241,50,60
18242,50,60
18243,60,46
18244,60,46
18245,0,67
18246,33,21
18247,34,11
18248,34,11
18249,72,77
18250,33,21
18251,94,63
18252,33,21
18253,72,77
18254,72,77
18255,72,77
18256,72,77
18257,72,77
18258,33,21
18259,33,21
18260,33,21
18261,72,77
18262,50,60
18263,72,77
18264,34,11
18265,5,46
18266,16,87
18267,34,11
18268,72,77
18269,72,77
18270,0,67
18271,34,11
18272,0,67
18273,72,77
18274,34,11
18275,72,77
18276,0,67
18277,50,90
18278,34,11
18279,71,59
18280,60,46
18281,50,90
18282,50,60
18283,34,11
18284,0,67
18285,77,72
18286,0,67
18287,33,21
18288,33,21
18289,72,77
18290,50,60
18291,33,21
18292,60,46
18293,72,77
18294,72,77
18295,0,67
18296,71,59
18297,72,77
18298,33,21
18299,72,77
18300,60,46
18301,60,46
18302,0,67
18303,50,90
18304,34,11
18305,34,11
18306,71,59
18307,34,11
18308,34,11
18309,60,46
18310,60,46
18311,33,21
18312,33,21
18313,33,21
18314,16,32
18315,5,46
18316,72,77
18317,50,60
18318,33,21
18319,72,77
18320,72,77
18321,34,11
18322,33,21
18323,77,72
18324,0,67
18325,72,77
18326,63,78
18327,77,72
18328,16,32
18329,34,11
18330,33,21
18331,60,46
18332,50,60
18333,34,11
18334,72,77
18335,71,59
18336,50,60
18337,7,11
18338,34,11
18339,34,11
18340,16,32
18341,34,11
18342,34,11
18343,34,11
18344,34,11
18345,34,11
18346,34,11
18347,16,32
18348,34,11
18349,34,11
18350,34,11
18351,34,11
18352,34,11
18353,34,11
18354,34,11
18355,0,67
18356,34,11
18357,34,11
18358,71,59
18359,50,90
18360,7,11
18361,16,32
18362,50,90
18363,34,11
18364,7,11
18365,50,60
18366,34,11
18367,71,59
18368,0,67
18369,7,11
18370,40,41
18371,34,11
18372,34,11
18373,34,11
18374,34,11
18375,14,97
18376,0,67
18377,77,72
18378,34,11
18379,7,11
18380,50,60
18381,40,41
18382,34,11
18383,7,11
18384,14,97
18385,34,11
18386,60,46
18387,5,58
18388,33,21
18389,72,77
18390,60,46
18391,33,21
18392,33,21
18393,34,11
18394,60,46
18395,50,90
18396,5,46
18397,77,72
18398,72,77
18399,77,72
18400,33,21
18401,72,77
18402,72,77
18403,16,32
18404,0,67
18405,71,59
18406,16,32
18407,77,72
18408,60,46
18409,72,77
18410,34,11
18411,0,67
18412,77,72
18413,50,90
18414,60,46
18415,50,90
18416,50,60
18417,16,32
18418,34,11
18419,34,11
18420,7,11
18421,72,77
18422,50,90
18423,0,67
18424,16,87
18425,60,46
18426,71,59
18427,50,90
18428,77,72
18429,50,90
18430,60,46
18431,50,90
18432,34,11
18433,34,11
18434,16,32
18435,16,87
18436,16,87
18437,0,67
18438,63,78
18439,16,32
18440,63,78
18441,7,11
18442,72,77
18443,50,90
18444,60,46
18445,77,72
18446,34,11
18447,50,60
18448,50,60
18449,77,72
18450,34,11
18451,33,21
18452,60,46
18453,72,77
18454,56,17
18455,77,72
18456,60,46
18457,71,59
18458,33,21
18459,33,21
18460,5,58
18461,60,46
18462,0,67
18463,71,59
18464,33,21
18465,60,46
18466,60,46
18467,72,77
18468,33,21
18469,34,11
18470,50,90
18471,50,60
18472,0,67
18473,77,72
18474,50,60
18475,50,90
18476,72,77
18477,50,90
18478,77,72
18479,50,60
18480,50,60
18481,50,60
18482,50,60
18483,50,60
18484,33,21
18485,72,77
18486,33,21
18487,33,21
18488,33,21
18489,33,21
18490,34,11
18491,14,97
18492,0,67
18493,60,46
18494,60,46
18495,5,46
18496,60,46
18497,60,46
18498,77,72
18499,60,46
18500,60,46
18501,50,60
18502,50,60
18503,33,21
18504,60,46
18505,16,32
18506,60,46
18507,60,46
18508,60,46
18509,60,46
18510,60,46
18511,60,46
18512,72,77
18513,60,46
18514,60,46
18515,60,46
18516,40,41
18517,72,77
18518,72,77
18519,47,91
18520,77,72
18521,50,60
18522,50,60
18523,77,72
18524,77,72
18525,60,46
18526,5,58
18527,60,46
18528,72,77
18529,50,60
18530,63,78
18531,60,46
18532,60,46
18533,71,59
18534,77,72
18535,60,46
18536,60,46
18537,60,46
18538,63,78
18539,5,58
18540,67,15
18541,77,72
18542,60,46
18543,60,46
18544,77,72
18545,60,46
18546,77,72
18547,14,97
18548,5,58
18549,34,11
18550,60,46
18551,33,21
18552,34,11
18553,34,11
18554,40,41
18555,49,39
18556,60,46
18557,60,46
18558,77,72
18559,60,46
18560,60,46
18561,34,11
18562,34,11
18563,33,21
18564,34,11
18565,33,21
18566,33,21
18567,34,11
18568,33,21
18569,33,21
18570,16,87
18571,60,46
18572,16,32
18573,0,67
18574,0,67
18575,40,41
18576,50,90
18577,40,41
18578,0,67
18579,7,11
18580,34,11
18581,72,77
18582,60,46
18583,72,77
18584,0,67
18585,63,78
18586,47,91
18587,72,77
18588,63,78
18589,50,60
18590,50,60
18591,33,21
18592,0,67
18593,0,67
18594,0,67
18595,60,46
18596,50,60
18597,60,46
18598,0,67
18599,0,67
18600,50,60
18601,50,90
18602,16,32
18603,60,46
18604,60,46
18605,60,46
18606,72,77
18607,72,77
18608,5,46
18609,60,46
18610,50,60
18611,33,21
18612,50,60
18613,50,60
18614,72,77
18615,50,90
18616,60,46
18617,50,60
18618,5,46
18619,16,32
18620,72,77
18621,77,72
18622,72,77
18623,33,21
18624,33,21
18625,7,11
18626,34,11
18627,50,90
18628,60,46
18629,33,21
18630,5,46
18631,72,77
18632,50,60
18633,67,15
18634,99,67
18635,33,21
18636,34,11
18637,72,77
18638,0,67
18639,71,59
18640,60,46
18641,50,60
18642,72,77
18643,34,11
18644,33,21
18645,33,21
18646,50,60
18647,50,60
18648,16,32
18649,77,72
18650,50,60
18651,62,78
18652,34,11
18653,72,77
18654,50,60
18655,72,77
18656,60,46
18657,50,60
18658,50,60
18659,71,59
18660,0,67
18661,94,63
18662,60,46
18663,50,90
18664,72,77
18665,33,21
18666,5,58
18667,16,32
18668,34,11
18669,77,72
18670,50,90
18671,5,58
18672,5,46
18673,33,21
18674,50,60
18675,5,58
18676,0,67
18677,50,60
18678,60,46
18679,34,11
18680,34,11
18681,0,67
18682,63,78
18683,60,46
18684,60,46
18685,72,77
18686,40,41
18687,0,67
18688,72,77
18689,33,21
18690,33,21
18691,72,77
18692,33,21
18693,60,46
18694,33,21
18695,34,11
18696,77,72
18697,50,60
18698,34,11
18699,50,90
18700,72,77
18701,72,77
18702,72,77
18703,72,77
18704,72,77
18705,50,60
18706,50,60
18707,50,60
18708,7,11
18709,0,67
18710,0,67
18711,50,90
18712,60,46
18713,0,67
18714,47,91
18715,34,11
18716,77,72
18717,34,11
18718,63,78
18719,34,11
18720,71,59
18721,50,60
18722,60,46
18723,50,60
18724,40,41
18725,71,59
18726,60,46
18727,71,59
18728,71,59
18729,34,11
18730,50,60
18731,50,60
18732,5,58
18733,33,21
18734,72,77
18735,72,77
18736,60,46
18737,0,67
18738,77,72
18739,72,77
18740,0,67
18741,34,11
18742,71,59
18743,71,59
18744,34,11
18745,72,77
18746,60,46
18747,60,46
18748,40,41
18749,72,77
18750,72,77
18751,5,58
18752,60,46
18753,63,78
18754,16,32
18755,33,21
18756,34,11
18757,0,67
18758,16,32
18759,34,11
18760,72,77
18761,47,91
18762,33,21
18763,0,67
18764,16,32
18765,40,41
18766,33,21
18767,50,90
18768,60,46
18769,72,77
18770,72,77
18771,34,11
18772,5,58
18773,60,46
18774,72,77
18775,50,60
18776,60,46
18777,60,46
18778,60,46
18779,60,46
18780,50,90
18781,33,21
18782,63,78
18783,34,11
18784,77,72
18785,34,11
18786,60,46
18787,60,46
18788,60,46
18789,50,60
18790,72,77
18791,33,21
18792,16,32
18793,72,77
18794,63,78
18795,60,46
18796,16,87
18797,7,11
18798,33,21
18799,72,77
18800,34,11
18801,14,97
18802,33,21
18803,67,15
18804,50,60
18805,60,46
18806,33,21
18807,0,67
18808,31,42
18809,5,58
18810,33,21
18811,34,11
18812,72,77
18813,50,60
18814,50,60
18815,34,11
18816,72,77
18817,50,60
18818,33,21
18819,60,46
18820,72,77
18821,33,21
18822,72,77
18823,72,77
18824,72,77
18825,16,32
18826,47,91
18827,72,77
18828,72,77
18829,72,77
18830,50,60
18831,33,21
18832,7,11
18833,34,11
18834,72,77
18835,77,72
18836,34,11
18837,33,21
18838,60,46
18839,33,21
18840,72,77
18841,72,77
18842,72,77
18843,72,77
18844,72,77
18845,33,21
18846,7,11
18847,50,60
18848,50,60
18849,94,63
18850,50,60
18851,72,77
18852,72,77
18853,50,60
18854,50,90
18855,33,21
18856,50,60
18857,34,11
18858,50,90
18859,34,11
18860,50,60
18861,60,46
18862,60,46
18863,16,32
18864,34,11
18865,34,11
18866,33,21
18867,72,77
18868,0,67
18869,77,72
18870,50,60
18871,34,11
18872,72,77
18873,33,21
18874,7,11
18875,34,11
18876,16,32
18877,72,77
18878,0,67
18879,72,77
18880,72,77
18881,33,21
18882,16,32
18883,5,58
18884,0,67
18885,60,46
18886,60,46
18887,50,90
18888,50,60
18889,0,67
18890,60,46
18891,77,72
18892,72,77
18893,60,46
18894,50,60
18895,94,63
18896,50,60
18897,50,60
18898,72,77
18899,77,72
18900,7,11
18901,16,32
18902,72,77
18903,77,72
18904,77,72
18905,72,77
18906,50,60
18907,60,46
18908,14,97
18909,33,21
18910,71,59
18911,50,60
18912,33,21
18913,33,21
18914,33,21
18915,33,21
18916,50,60
18917,60,46
18918,72,77
18919,72,77
18920,0,67
18921,60,46
18922,33,21
18923,60,46
18924,16,87
18925,60,46
18926,72,77
18927,60,46
18928,34,11
18929,72,77
18930,72,77
18931,60,46
18932,72,77
18933,60,46
18934,60,46
18935,71,59
18936,40,41
18937,0,67
18938,5,58
18939,0,67
18940,50,60
18941,50,60
18942,72,77
18943,94,63
18944,5,58
18945,94,63
18946,5,58
18947,5,58
18948,5,58
18949,5,58
18950,5,58
18951,50,60
18952,60,46
18953,33,21
18954,33,21
18955,5,58
18956,72,77
18957,60,46
18958,60,46
18959,60,46
18960,60,46
18961,47,91
18962,60,46
18963,60,46
18964,60,46
18965,60,46
18966,60,46
18967,60,46
18968,60,46
18969,60,46
18970,60,46
18971,60,46
18972,60,46
18973,0,67
18974,60,46
18975,60,46
18976,60,46
18977,60,46
18978,72,77
18979,63,78
18980,72,77
18981,72,77
18982,60,46
18983,60,46
18984,60,46
18985,60,46
18986,72,77
18987,5,46
18988,77,72
18989,34,11
18990,60,46
18991,60,46
18992,60,46
18993,34,11
18994,60,46
18995,72,77
18996,60,46
18997,60,46
18998,5,58
18999,40,41
19000,60,46
19001,72,77
19002,38,81
19003,34,11
19004,60,46
19005,77,72
19006,60,46
19007,60,46
19008,5,58
19009,0,67
19010,40,41
19011,72,77
19012,77,72
19013,40,41
19014,60,46
19015,7,11
19016,60,46
19017,72,77
19018,5,58
19019,5,58
19020,60,46
19021,60,46
19022,77,72
19023,72,77
19024,0,67
19025,60,46
19026,60,46
19027,60,46
19028,60,46
19029,60,46
19030,60,46
19031,60,46
19032,60,46
19033,60,46
19034,77,72
19035,60,46
19036,72,77
19037,77,72
19038,77,72
19039,50,90
19040,60,46
19041,34,11
19042,60,46
19043,60,46
19044,60,46
19045,60,46
19046,60,46
19047,60,46
19048,77,72
19049,67,15
19050,60,46
19051,60,46
19052,63,78
19053,4,91
19054,60,46
19055,50,60
19056,60,46
19057,67,15
19058,62,78
19059,49,39
19060,77,72
19061,77,72
19062,5,46
19063,33,21
19064,50,60
19065,60,46
19066,72,77
19067,34,11
19068,5,58
19069,50,60
19070,33,21
19071,60,46
19072,50,60
19073,50,60
19074,72,77
19075,50,90
19076,50,60
19077,16,87
19078,77,72
19079,50,90
19080,60,46
19081,60,46
19082,77,72
19083,77,72
19084,60,46
19085,34,11
19086,34,11
19087,60,46
19088,60,46
19089,77,72
19090,40,41
19091,25,41
19092,60,46
19093,34,11
19094,72,77
19095,60,46
19096,72,77
19097,60,46
19098,60,46
19099,60,46
19100,60,46
19101,60,46
19102,0,67
19103,72,77
19104,34,11
19105,77,72
19106,60,46
19107,0,67
19108,47,91
19109,14,97
19110,72,77
19111,77,72
19112,60,46
19113,77,72
19114,60,46
19115,4,91
19116,60,46
19117,60,46
19118,5,58
19119,77,72
19120,72,77
19121,72,77
19122,5,58
19123,60,46
19124,60,46
19125,60,46
19126,60,46
19127,33,21
19128,60,46
19129,60,46
19130,72,77
19131,72,77
19132,72,77
19133,72,77
19134,60,46
19135,60,46
19136,5,58
19137,77,72
19138,60,46
19139,60,46
19140,60,46
19141,60,46
19142,60,46
19143,77,72
19144,47,91
19145,77,72
19146,67,15
19147,34,11
19148,60,46
19149,7,11
19150,77,72
19151,60,46
19152,72,77
19153,77,72
19154,5,58
19155,77,72
19156,77,72
19157,77,72
19158,47,91
19159,50,60
19160,34,11
19161,72,77
19162,34,11
19163,60,46
19164,60,46
19165,60,46
19166,72,77
19167,77,72
19168,77,72
19169,72,77
19170,71,59
19171,60,46
19172,60,46
19173,60,46
19174,60,46
19175,60,46
19176,0,67
19177,60,46
19178,0,67
19179,0,67
19180,50,90
19181,63,78
19182,60,46
19183,60,46
19184,34,11
19185,77,72
19186,50,90
19187,50,60
19188,50,60
19189,77,72
19190,77,72
19191,60,46
19192,60,46
19193,77,72
19194,72,77
19195,72,77
19196,60,46
19197,60,46
19198,60,46
19199,72,77
19200,60,46
19201,72,77
19202,60,46
19203,5,46
19204,60,46
19205,60,46
19206,63,78
19207,60,46
19208,60,46
19209,72,77
19210,5,58
19211,60,46
19212,60,46
19213,77,72
19214,14,97
19215,60,46
19216,72,77
19217,60,46
19218,60,46
19219,72,77
19220,71,59
19221,60,46
19222,0,67
19223,72,77
19224,16,32
19225,77,72
19226,77,72
19227,0,67
19228,71,59
19229,60,46
19230,71,59
19231,99,67
19232,77,72
19233,16,32
19234,50,60
19235,72,77
19236,72,77
19237,77,72
19238,60,46
19239,60,46
19240,60,46
19241,60,46
19242,60,46
19243,34,11
19244,72,77
19245,50,60
19246,34,11
19247,0,67
19248,40,41
19249,50,60
19250,50,60
19251,77,72
19252,50,60
19253,16,87
19254,16,32
19255,33,21
19256,7,11
19257,34,11
19258,33,21
19259,5,58
19260,34,11
19261,50,90
19262,72,77
19263,34,11
19264,50,90
19265,16,32
19266,16,32
19267,34,11
19268,72,77
19269,60,46
19270,0,67
19271,77,72
19272,47,91
19273,5,58
19274,16,87
19275,60,46
19276,60,46
19277,60,46
19278,60,46
19279,0,67
19280,0,67
19281,34,11
19282,34,11
19283,5,58
19284,34,11
19285,71,59
19286,33,21
19287,77,72
19288,16,87
19289,72,77
19290,67,15
19291,33,21
19292,60,46
19293,60,46
19294,60,46
19295,33,21
19296,60,46
19297,60,46
19298,60,46
19299,77,72
19300,60,46
19301,60,46
19302,60,46
19303,60,46
19304,50,60
19305,50,60
19306,60,46
19307,50,60
19308,60,46
19309,60,46
19310,5,58
19311,72,77
19312,72,77
19313,60,46
19314,60,46
19315,72,77
19316,60,46
19317,16,32
19318,60,46
19319,16,32
19320,62,78
19321,50,60
19322,60,46
19323,72,77
19324,60,46
19325,63,78
19326,60,46
19327,34,11
19328,67,15
19329,7,11
19330,33,21
19331,60,46
19332,0,67
19333,50,90
19334,72,77
19335,60,46
19336,71,59
19337,60,46
19338,7,11
19339,72,77
19340,60,46
19341,77,72
19342,60,46
19343,60,46
19344,5,58
19345,5,58
19346,60,46
19347,60,46
19348,50,60
19349,60,46
19350,5,58
19351,60,46
19352,60,46
19353,34,11
19354,34,11
19355,60,46
19356,5,58
19357,60,46
19358,77,72
19359,72,77
19360,0,67
19361,72,77
19362,50,60
19363,72,77
19364,60,46
19365,60,46
19366,60,46
19367,60,46
19368,72,77
19369,50,60
19370,94,63
19371,50,90
19372,34,11
19373,50,60
19374,67,15
19375,67,15
19376,77,72
19377,60,46
19378,77,72
19379,60,46
19380,50,90
19381,77,72
19382,60,46
19383,50,60
19384,72,77
19385,77,72
19386,34,11
19387,77,72
19388,60,46
19389,72,77
19390,60,46
19391,60,46
19392,77,72
19393,34,11
19394,34,11
19395,16,32
19396,60,46
19397,40,41
19398,47,91
19399,67,15
19400,40,41
19401,77,72
19402,50,60
19403,99,67
19404,60,46
19405,67,15
19406,77,72
19407,67,15
19408,60,46
19409,50,60
19410,34,11
19411,77,72
19412,72,77
19413,16,32
19414,77,72
19415,77,72
19416,77,72
19417,67,15
19418,77,72
19419,77,72
19420,5,58
19421,77,72
19422,67,15
19423,33,21
19424,33,21
19425,72,77
19426,33,21
19427,5,46
19428,33,21
19429,5,58
19430,50,60
19431,60,46
19432,34,11
19433,60,46
19434,50,90
19435,60,46
19436,60,46
19437,60,46
19438,50,60
19439,72,77
19440,50,60
19441,60,46
19442,33,21
19443,60,46
19444,60,46
19445,50,90
19446,72,77
19447,33,21
19448,50,60
19449,33,21
19450,72,77
19451,5,46
19452,60,46
19453,72,77
19454,50,60
19455,50,60
19456,60,46
19457,77,72
19458,77,86
19459,72,77
19460,33,21
19461,34,11
19462,72,77
19463,72,77
19464,60,46
19465,77,72
19466,50,60
19467,5,58
19468,33,21
19469,5,58
19470,77,72
19471,5,46
19472,34,11
19473,50,90
19474,60,46
19475,60,46
19476,60,46
19477,72,77
19478,99,67
19479,33,21
19480,47,91
19481,50,90
19482,7,11
19483,33,21
19484,47,91
19485,50,90
19486,16,32
19487,50,90
19488,72,77
19489,33,21
19490,33,21
19491,33,21
19492,72,77
19493,7,11
19494,0,67
19495,71,59
19496,77,72
19497,72,77
19498,60,46
19499,16,32
19500,34,11
19501,33,21
19502,0,67
19503,50,60
19504,34,11
19505,50,60
19506,72,77
19507,77,72
19508,16,32
19509,72,77
19510,50,60
19511,0,67
19512,72,77
19513,94,63
19514,50,60
19515,72,77
19516,0,67
19517,34,11
19518,72,77
19519,60,46
19520,50,90
19521,71,59
19522,60,46
19523,7,11
19524,34,11
19525,50,90
19526,0,67
19527,34,11
19528,71,59
19529,34,11
19530,34,11
19531,62,78
19532,16,32
19533,63,78
19534,50,60
19535,16,32
19536,50,60
19537,60,46
19538,60,46
19539,60,46
19540,5,46
19541,60,46
19542,60,46
19543,60,46
19544,60,46
19545,5,46
19546,5,58
19547,0,67
19548,60,46
19549,60,46
19550,5,58
19551,4,91
19552,34,11
19553,72,77
19554,16,32
19555,60,46
19556,72,77
19557,34,11
19558,33,21
19559,60,46
19560,16,87
19561,50,60
19562,34,11
19563,71,59
19564,5,58
19565,34,11
19566,50,60
19567,49,39
19568,77,72
19569,0,67
19570,34,11
19571,47,91
19572,5,58
19573,34,11
19574,33,21
19575,72,77
19576,33,21
19577,33,21
19578,5,58
19579,33,21
19580,60,46
19581,34,11
19582,5,58
19583,50,60
19584,0,67
19585,34,11
19586,71,59
19587,34,11
19588,34,11
19589,16,32
19590,63,78
19591,34,11
19592,34,11
19593,34,11
19594,50,90
19595,34,11
19596,34,11
19597,34,11
19598,0,67
19599,34,11
19600,0,67
19601,34,11
19602,0,67
19603,71,59
19604,16,32
19605,77,72
19606,0,67
19607,34,11
19608,7,11
19609,34,11
19610,7,11
19611,34,11
19612,16,32
19613,7,11
19614,34,11
19615,77,72
19616,7,11
19617,0,67
19618,71,59
19619,63,78
19620,77,72
19621,34,11
19622,34,11
19623,0,67
19624,34,11
19625,34,11
19626,72,77
19627,16,32
19628,72,77
19629,34,11
19630,34,11
19631,34,11
19632,77,72
19633,34,11
19634,72,77
19635,14,97
19636,50,90
19637,40,41
19638,33,21
19639,50,60
19640,16,32
19641,0,67
19642,16,32
19643,34,11
19644,7,11
19645,7,11
19646,50,60
19647,60,46
19648,0,67
19649,34,11
19650,72,77
19651,50,90
19652,50,60
19653,71,59
19654,56,17
19655,33,21
19656,34,11
19657,50,60
19658,40,41
19659,63,78
19660,5,46
19661,16,32
19662,7,11
19663,7,11
19664,50,60
19665,16,32
19666,34,11
19667,34,11
19668,34,11
19669,50,60
19670,5,46
19671,60,46
19672,7,11
19673,60,46
19674,47,91
19675,0,67
19676,16,32
19677,60,46
19678,50,60
19679,16,87
19680,34,11
19681,34,11
19682,50,60
19683,50,90
19684,50,60
19685,34,11
19686,72,77
19687,33,21
19688,50,60
19689,5,58
19690,60,46
19691,77,72
19692,60,46
19693,5,58
19694,4,91
19695,50,90
19696,34,11
19697,50,60
19698,34,11
19699,50,60
19700,72,77
19701,5,46
19702,60,46
19703,34,11
19704,60,46
19705,60,46
19706,14,97
19707,50,60
19708,50,90
19709,63,78
19710,50,90
19711,47,91
19712,34,11
19713,34,11
19714,72,77
19715,77,72
19716,16,32
19717,34,11
19718,47,91
19719,50,60
19720,0,67
19721,77,72
19722,50,60
19723,50,60
19724,33,21
19725,72,77
19726,72,77
19727,71,59
19728,50,60
19729,72,77
19730,7,11
19731,34,11
19732,33,21
19733,34,11
19734,0,67
19735,40,41
19736,34,11
19737,71,59
19738,50,60
19739,7,11
19740,72,77
19741,50,90
19742,16,87
19743,50,60
19744,50,90
19745,72,77
19746,77,72
19747,34,11
19748,34,11
19749,34,11
19750,35,88
19751,67,15
19752,60,46
19753,0,67
19754,34,11
19755,34,11
19756,16,87
19757,34,11
19758,34,11
19759,34,11
19760,34,11
19761,50,60
19762,14,97
19763,16,32
19764,60,46
19765,72,77
19766,16,32
19767,34,11
19768,34,11
19769,50,60
19770,33,21
19771,5,58
19772,7,11
19773,16,32
19774,7,11
19775,47,91
19776,50,60
19777,50,60
19778,34,11
19779,50,60
19780,34,11
19781,34,11
19782,50,60
19783,72,77
19784,33,21
19785,50,60
19786,34,11
19787,72,77
19788,34,11
19789,77,72
19790,50,90
19791,99,67
19792,72,77
19793,72,77
19794,50,60
19795,60,46
19796,60,46
19797,60,46
19798,71,59
19799,50,90
19800,42,17
19801,77,72
19802,0,67
19803,60,46
19804,7,11
19805,71,59
19806,60,46
19807,34,11
19808,33,21
19809,34,11
19810,50,90
19811,60,46
19812,72,77
19813,0,67
19814,71,59
19815,71,59
19816,7,11
19817,94,63
19818,34,11
19819,60,46
19820,33,21
19821,34,11
19822,34,11
19823,0,67
19824,34,11
19825,71,59
19826,71,59
19827,60,46
19828,33,21
19829,63,78
19830,99,67
19831,0,67
19832,33,21
19833,50,90
19834,72,77
19835,71,59
19836,33,21
19837,0,67
19838,0,67
19839,50,90
19840,60,46
19841,50,60
19842,5,46
19843,49,39
19844,72,77
19845,34,11
19846,50,60
19847,0,67
19848,72,77
19849,60,46
19850,72,77
19851,0,67
19852,99,67
19853,71,59
19854,16,32
19855,72,77
19856,72,77
19857,72,77
19858,72,77
19859,72,77
19860,72,77
19861,72,77
19862,60,46
19863,49,39
19864,14,97
19865,33,21
19866,50,90
19867,50,90
19868,5,46
19869,50,60
19870,50,90
19871,60,46
19872,60,46
19873,60,46
19874,72,77
19875,71,59
19876,67,15
19877,72,77
19878,72,77
19879,72,77
19880,34,11
19881,50,90
19882,60,46
19883,60,46
19884,72,77
19885,34,11
19886,60,46
19887,72,77
19888,34,11
19889,0,67
19890,50,60
19891,5,46
19892,0,67
19893,16,32
19894,50,90
19895,34,11
19896,0,67
19897,33,21
19898,33,21
19899,72,77
19900,77,72
19901,5,58
19902,77,72
19903,33,21
19904,77,72
19905,94,63
19906,33,21
19907,72,77
19908,33,21
19909,60,46
19910,72,77
19911,33,21
19912,4,91
19913,72,77
19914,33,21
19915,33,21
19916,33,21
19917,60,46
19918,5,46
19919,33,21
19920,60,46
19921,50,60
19922,60,46
19923,50,90
19924,60,46
19925,34,11
19926,5,46
19927,72,77
19928,60,46
19929,60,46
19930,72,77
19931,50,90
19932,7,11
19933,34,11
19934,7,11
19935,7,11
19936,72,77
19937,34,11
19938,34,11
19939,7,11
19940,72,77
19941,72,77
19942,50,60
19943,50,60
19944,7,11
19945,50,60
19946,5,58
19947,34,11
19948,34,11
19949,50,60
19950,60,46
19951,50,60
19952,16,32
19953,72,77
19954,33,21
19955,72,77
19956,60,46
19957,60,46
19958,72,77
19959,72,77
19960,50,60
19961,5,58
19962,49,39
19963,34,11
19964,72,77
19965,50,90
19966,72,77
19967,50,60
19968,40,41
19969,47,91
19970,60,46
19971,60,46
19972,50,90
19973,60,46
19974,50,90
19975,34,11
19976,50,90
19977,40,41
19978,71,59
19979,50,90
19980,50,90
19981,60,46
19982,94,63
19983,34,11
19984,60,46
19985,50,90
19986,0,67
19987,14,97
19988,71,59
19989,60,46
19990,77,72
19991,16,87
19992,16,32
19993,50,90
19994,72,77
19995,72,77
19996,0,67
19997,47,91
19998,60,46
19999,16,32
20000,72,77
20001,50,60
20002,50,60
20003,60,46
20004,34,11
20005,60,46
20006,33,21
20007,40,41
20008,72,77
20009,34,11
20010,50,60
20011,60,46
20012,72,77
20013,34,11
20014,72,77
20015,72,77
20016,36,76
20017,50,60
20018,0,67
20019,50,60
20020,5,58
20021,77,72
20022,94,63
20023,33,21
20024,72,77
20025,71,59
20026,34,11
20027,72,77
20028,34,11
20029,5,58
20030,33,21
20031,16,32
20032,14,97
20033,34,11
20034,16,32
20035,50,60
20036,50,60
20037,34,11
20038,50,60
20039,77,72
20040,72,77
20041,34,11
20042,0,67
20043,34,11
20044,60,46
20045,50,60
20046,72,77
20047,72,77
20048,94,63
20049,50,60
20050,33,21
20051,60,46
20052,16,32
20053,50,90
20054,63,78
20055,0,67
20056,33,21
20057,72,77
20058,33,21
20059,33,21
20060,50,60
20061,40,41
20062,33,21
20063,33,21
20064,16,32
20065,50,60
20066,72,77
20067,72,77
20068,72,77
20069,72,77
20070,72,77
20071,7,11
20072,5,58
20073,34,11
20074,60,46
20075,50,60
20076,5,58
20077,0,67
20078,50,60
20079,60,46
20080,7,11
20081,60,46
20082,60,46
20083,50,90
20084,71,59
20085,34,11
20086,34,11
20087,72,77
20088,0,67
20089,16,87
20090,14,97
20091,72,77
20092,34,11
20093,0,67
20094,34,11
20095,34,11
20096,50,90
20097,50,60
20098,34,11
20099,14,97
20100,50,60
20101,50,60
20102,71,59
20103,50,60
20104,71,59
20105,0,67
20106,77,72
20107,50,60
20108,7,11
20109,7,11
20110,72,77
20111,50,60
20112,50,90
20113,50,60
20114,34,11
20115,50,60
20116,50,60
20117,33,21
20118,72,77
20119,60,46
20120,77,72
20121,60,46
20122,33,21
20123,50,60
20124,60,46
20125,60,46
20126,50,90
20127,71,59
20128,34,11
20129,34,11
20130,34,11
20131,40,41
20132,33,21
20133,50,60
20134,5,58
20135,60,46
20136,34,11
20137,5,58
20138,16,87
20139,34,11
20140,50,60
20141,50,60
20142,72,77
20143,72,77
20144,34,11
20145,34,11
20146,33,21
20147,50,90
20148,72,77
20149,40,41
20150,0,67
20151,33,21
20152,71,59
20153,71,59
20154,0,67
20155,16,32
20156,16,32
20157,0,67
20158,60,46
20159,50,60
20160,71,59
20161,0,67
20162,50,60
20163,50,60
20164,34,11
20165,50,60
20166,50,90
20167,34,11
20168,50,90
20169,34,11
20170,72,77
20171,5,58
20172,34,11
